text,lemma,type,pos,BM_x,domain,posts,annotator_agreement,metaphoricity_percentage,related_MV,target_domain,BM_y,BM_hypernym,BM_def,CM,CM_def,curator_comment,BM_RAE,CM_RAE
sufrir;sufren;sufrió,sufrir,uniword,VERB,None,None,,,,,33,sufrir-00065639-v,"experience.v.03, undergo.v.01, change.v.02","undergo (as of injuries and illnesses): padecer, sufrir",sufrir-01794668-v,experience (emotional) pain: sufrir,,,
sumaba;suma,sumar,uniword,VERB,None,None,,,,"sumar, suma",77,sumar-00640828-v,"calculate.v.01, reason.v.03, think.v.03","make an addition by combining numbers: adicionar, agregar, sumar",apoyar-02556126-v,"give moral or psychological support, aid, or courage to: apoyar, respaldar",,,
sumar.llevo,sumar.llevo,uniword,NOUN,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,,,,,,,,
superacion,superacion,uniword,NOUN,None,None,,,,,,,,,,,,,
superación,superación,uniword,NOUN,None,u.c.StringArray(elements=['personas>>apoyo']),,,,,,,,,,,,,
superado,superado,uniword,ADJ,None,None,,,,,,,,,,,,,
superar.;superando;superar,superar,uniword,VERB,None,None,,,,"superación, superar, superado",22,superar-01108148-v,,"win a victory over: derrotar, recuperarse, superar, vencer",curarse-00270561-v,"heal or recover: arreglar, curar, curarse, mejorar, sanar, sanear",duda,,
superarla,superar él,uniword,VERB,None,None,,,,,,,,,,,,,
suspendieron,suspender,uniword,VERB,None,None,,,,,6,,,,,,no met,,
suspenderlo,suspender él,uniword,VERB,None,None,,,,,,,,,,,,,
sustillo,sustillo,uniword,ADJ,None,None,,,,,,,,,,,,,
sustituida,sustituido,uniword,ADJ,None,None,,,,,,,,,,,,,
,sustituir,,,,,,,,,"61, 82",sustituir-02257767-v,change.v.01,,,,duda,,
susto,susto,uniword,NOUN,None,u.c.StringArray(elements=['Tratamiento']),,,,,21,susto-07519253-n,"feeling.n.01, attribute.n.02, state.n.02, emotion.n.01, abstraction.n.06, entity.n.01","an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight): espanto, miedo, pavor, susto, temor, terror",,,,,u.c.StringArray(elements=['m. preocupación por alguna adversidad o daño que se teme. (rae)'])
,síntoma,,,,,,,,no he sufrido ningún síntoma que haya cambiado mi vida',,,,,,,mwe,,
tan duro,tanto,multiword,ADV,None,None,,,,,,,,,,,,,
tema,tema,uniword,NOUN,None,None,,,,,11,tema-05814291-n,"psychological_feature.n.01, abstraction.n.06, content.n.05, entity.n.01, cognition.n.01","some situation or event that is thought about: asunto, cuestión, materia, tema",enfermedad-14055408-n,"(no definition): achaque, afección, alifafe, dolencia, enfermedad, problema",,,
,temblar,,,,,,,,,32,,,,,,metonimia,,
temores,temor,uniword,NOUN,None,None,,,,,,,,,,,,,
tenga;tenido;tener;tuvieron;tienes;tenemos;tenía;tuvo;tendrá;tuviese;teniendo;tuve;tengo;tienen;tengan;tiene,tener,uniword,VERB,None,None,,,,,11,tener-01216670-v,,"[""have or hold in one's hands or grip: agarrar, aguantar, ostentar, sostener, sujetar, sustentar, tener, tomar""]",tener-00065370-v,"suffer from; be ill with: estar enfermo, padecer, tener",,,
tenga;tenido;tener;tuvieron;tienes;tenemos;tenía;tuvo;tendrá;tuviese;teniendo;tuve;tengo;tienen;tengan;tiene,tener,uniword,VERB,None,None,,,,,"3, 2",tener-01216670-v,,"[""have or hold in one's hands or grip: agarrar, aguantar, ostentar, sostener, sujetar, sustentar, tener, tomar""]","tener-02203362-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/tener-02204692-v",,,,
tengas,tengas,uniword,VERB,None,None,,,,,,,,,,,,,
tenia,tenia,uniword,VERB,None,None,,,,,,,,,,,,,
tenidoy,tenidoy,uniword,ADJ,None,None,,,,,,,,,,,,,
tensión,tensión,uniword,NOUN,None,None,,,,"tensión, tenso","3, 33, 35",tensión-14544335-n,"attribute.n.02, condition.n.01, state.n.02, abstraction.n.06, entity.n.01",,tensión-14375890-n,,,,
tensa,tenso,uniword,ADJ,None,None,,,,,,,,,,,,,
terror,terror,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,,29,terror-07519253-n,"feeling.n.01, attribute.n.02, state.n.02, emotion.n.01, abstraction.n.06, entity.n.01",,,,no met,,
tiemblo,tiemblo,uniword,VERB,None,None,,,,,,,,,,,,,
tocado;tocada,tocado,uniword,ADJ,None,None,,,,,,,,,,,,,
toca;tocar,tocar,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,"tocar, tocado","33, 3, 21, 23",tocar-01205696-v,,"be in direct physical contact with; make contact: colindar, contactar, lindar, palpar, tocar",tocar-00137313-v,"have an effect upon: afectar, conmover, impactar, repercutir, tocar",,,
toca;tocar,tocar,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,tocar,2,tocar-01072949-v,compete.v.01,,,,,,
tolerados,tolerado,uniword,ADJ,None,None,,,,,,,,,,,,,
toleró;toleraba,tolerar,uniword,VERB,None,None,,,,,,,,,,,no met: 80,,
tolerarse,tolerar él,uniword,VERB,None,None,,,,,,,,,,,,,
tomar,tomar,uniword,VERB,None,None,,,,tomar esperanza,,,,,,,mwe,,
tomarme,tomarme,uniword,VERB,None,None,,,,,,,,,,,,,
tontería,tontería,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/llevar-01432601-v']),u.c.StringArray(elements=['Estar enfermo con cáncer » Dolor']),,,,,23,tonter%C3%ADa-00075790-n,"act.n.02, event.n.01, nonaccomplishment.n.01, blunder.n.01, mistake.n.01, psychological_feature.n.01, abstraction.n.06, entity.n.01",,trivial-01280908-a,"(informal) small and of little importance: baladí, fútil, insignificante, insustancial, intrascendente, nimio, pequeño, trivial",,,
toque,toque,uniword,NOUN,None,None,,,,,,,,,,,,,
tormenta,tormenta,uniword,NOUN,None,None,,,,"tormenta, atormentar","26, 3",tormenta-11501737-n,"rain.n.01, atmospheric_phenomenon.n.01, storm.n.01, natural_phenomenon.n.01, phenomenon.n.01, physical_phenomenon.n.01, weather.n.01, physical_entity.n.01, process.n.06, precipitation.n.03, entity.n.01",,tormenta-07182614-n,an outburst of controversy: tormenta,,,
tornándose,tornar él,uniword,VERB,None,None,,,,,,,,,,,,,
,tornar(se),,,,,,,,tornar de color la piel,23,girar-00100410-v,"exercise.v.04, tumble.v.11",,,,,,
tortura,tortura,uniword,NOUN,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,33,tortura-14333433-n,"information.n.02, psychological_feature.n.01, symptom.n.01, evidence.n.01, abstraction.n.06, entity.n.01, cognition.n.01, pain.n.01","(no definition): martirio, suplicio, tormento, tortura",tortura-07496755-n,"extreme mental distress: agonía, angustia, martirio, suplicio, torcedor, tormento, tortura",,,
total,total,uniword,ADJ,None,None,,,,,,,,,,,,,
trabajo;trabajamos;trabajar;trabajando,trabajar,uniword,VERB,None,None,,,,"trabajar, trabajo","85, 81",trabajar-02410855-v,,,informar-00742320-v,,,,
trabajándo,trabajándo,uniword,VERB,None,None,,,,,,,,,,,,,
traducido,traducido,uniword,ADJ,None,None,,,,,,,,,,,,,
,traducir,,,,,,,,no beber tiene un precio en la vida social',21,traducir-00959827-v,"communicate.v.02, inform.v.01, interact.v.01, act.v.01, tell.v.02, repeat.v.01",,implicar-00930599-v,,,,
traer,traer,uniword,VERB,None,None,,,,,,traer-01432601-v,"transport.v.02, move.v.02","move while holding up or supporting: llevar, traer",traer+al+mundo-00056930-v,,mwe,,
trago,trago,uniword,NOUN,None,None,,,,,3,trago-07881800-n,"substance.n.01, part.n.01, entity.n.01, abstraction.n.06, food.n.01, matter.n.03, physical_entity.n.01, fluid.n.01, liquid.n.01, relation.n.01, substance.n.07","any liquid suitable for drinking: beber, bebida, bebidas, potable, trago",trago-14409880-n,"a difficulty that can be overcome with effort: adversidad, infortunio, trago",,,
tranquilizan,tranquilizar,uniword,VERB,None,None,,,,los artículos científicos me tranquilizan,,,,,,,mwe,,
,transmitir,,,,,,,,,"34, 3",transmitir-00743082-v,"transfer.v.02, convey.v.03, move.v.02, communicate.v.01","pass along: difundir, divulgar, transmitir, trasmitir",transmitir-00740577-v,"transmit thoughts or feelings: comunicar, transmitir",,,
transmitirles,transmitir él,uniword,VERB,None,None,,,,,,,,,,,,,
tremendamente,tremendamente,uniword,ADV,None,None,,,,,,,,,,,,,
tropecemos,tropezar,uniword,VERB,None,None,,,,,5,"tropezar-01901133-v, tropezar-02248465-v",,,,,,,
,trégua,,,,,,,,dar tregua,"29, 72",tregua-13970912-n,"peace.n.01, attribute.n.02, state.n.02, order.n.03, abstraction.n.06, entity.n.01",,,,,,
trégua,tréguar,uniword,VERB,None,None,,,,,,,,,,,,,
tu caso esta lleno d luz y esperanza!,tu,multiword,DET,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/protagonista-10172793-n']),"u.c.StringArray(elements=['Personas » Familia, pareja, hijos'])",,,,,,,,,,,,,
tube,tube,uniword,PROPN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/dar-01629000-v']),None,,,,,,,,,,,,,
turbios,turbio,uniword,ADJ,None,None,,,,,38,turbio-00422620-a,,"(no definition): barroso, fangoso, lodoso, turbio",dudoso-00337404-a,"lacking or indicating lack of confidence or assurance: dudoso, indeciso, inseguro",,,
os ha pasado;os necesito,tú,multiword,PRON,None,None,,,,,,,,,,,,,
unida,unido,uniword,ADJ,None,None,,,,,,,,,,,,,
union,union,uniword,PROPN,None,None,,,,,,,,,,,,,
unen;unirá;une,unir,uniword,VERB,None,None,,,,"unir, unir(se), unido, unión","3, 77",unirse-00367685-v,"change_state.v.01, integrate.v.03, change.v.02","become one: adherirse, asociarse, cohesionar, fusionarse, juntarse, unificar, unificarse, unir, unirse",unirse-02434976-v,"become part of; become a member of a group or organization: incorporarse, ingresar, unirse",,,
unión,unión,uniword,PROPN,None,None,,,,,,,,,,,,,
un puño,uno,multiword,DET,None,None,,,,,,,,,,,,,
,vacaciones,,,,,,,,,6,vacaciones-15137890-n,"fundamental_quantity.n.01, entity.n.01, leisure.n.01, measure.n.02, abstraction.n.06, time_period.n.01, time_off.n.01","leisure time away from work devoted to rest or pleasure: vacaciones, vacación",,,,,u.c.StringArray(elements=['interrupción o reposo farmacológico'])
vacaciones,vacación,uniword,NOUN,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,,,,,,,,
vaciaron,vaciar,uniword,VERB,None,None,,,,"vaciar, vacío",61,vaciar-00448680-v,"change_state.v.01, change.v.02",,,,"no met: 80, vaciar ovarios",,
vacío,vacío,uniword,ADJ,None,None,,,,,,,,,,,,,
valiente,valiente,uniword,PROPN,None,None,,,,,,,,,,,no met: 80,,
valioso,valiosir,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,,,,,,,,
,valioso,,,,,,,,,"76, 77",valioso-02500884-a,,"having great material or monetary value especially for use or exchange: precioso, valioso",valioso-02587738-a,"having worth or merit or value: precioso, valioso",,,
valorando;valorar,valorar,uniword,VERB,None,None,"50, 52, 92",,,,,,,,,,,,
vaya,vaya,uniword,VERB,None,None,,,,,,,,,,,,,
veias,veias,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,,,,,,,,,,
vencer.;vence;venceremos;venció,vencer,uniword,VERB,None,None,,,,,22,vencer-01100145-v,,,curar-00081725-v,,,,
vengó,vengar,uniword,VERB,None,None,,,,,,,,,,,,,
venir;vino,venir,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a']),u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,"venir-01849221-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/venir-02005948-v",,,"venir-00341917-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/venir-02625339-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/venir-02743565-v",,,,
ventanas,ventana,uniword,NOUN,None,None,,,,,,,,,,,,,
vi;ves;ver;ven;viendo;vemos,ver,uniword,VERB,None,None,,,,,"2, 83",ver-02129289-v,perceive.v.01,"perceive by sight or have the power to perceive by sight: contemplar, mirar, observar, percibir, ver",ver-00591115-v,"perceive (an idea or situation) mentally: comprender, entender, ver",,,
vi;ves;ver;ven;viendo;vemos,ver,uniword,VERB,None,None,,,,,,ver-02129289-v,perceive.v.01,"perceive by sight or have the power to perceive by sight: contemplar, mirar, observar, percibir, ver",ver-01156568-v,match or meet: ver,,,
verse,ver él,uniword,VERB,"u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/encontrar-01313923-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/encontrar-02285629-v'])","u.c.StringArray(elements=['Diagnóstico » Prognosis', 'Diagnóstico » Recibir informacion'])",,,,,,,,,,,,,
verte,verte,uniword,VERB,None,None,,,,,,,,,,,,,
vertiginoso,vertiginoso,uniword,ADJ,None,None,,,,,5,vertiginoso-02544048-a,,"(no definition): mareado, mareador, vertiginoso",r%C3%A1pido-00979697-a,,,,
verás,verás,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,,,,,,,,
viable,viable,uniword,ADJ,None,u.c.StringArray(elements=['Diagnóstico » Toma de decisiones']),,,,,51,vía-03671272-n,"road.n.01, whole.n.02, way.n.06, physical_entity.n.01, object.n.01, entity.n.01, artifact.n.01",,viable-01822563-a,"capable of being done with means at hand and circumstances as they are: alcanzable, factible, practicable, realizable, viable",,u.c.StringArray(elements=['dicho de un camino o de una vía: por donde se puede transitar.']),
vicho,vicho,uniword,ADJ,None,None,,,,,,,,,,,,,
vida,vida,uniword,NOUN,None,None,,,,,21,vida-00006269-n,"whole.n.02, object.n.01, living_thing.n.01, physical_entity.n.01, entity.n.01",living things collectively: vida,vida-00415676-n,"a course of conduct: camino, estilo de vida, senda, trayectoria, vida, vía",,u.c.StringArray(elements=['fuerza o actividad esencial mediante la que obra el ser que la posee.']),u.c.StringArray(elements=['manera de vivir.'])
visibilidad,visibilidad,uniword,NOUN,None,None,,,,,,,,,,,,,
visitar,visitar,uniword,VERB,None,None,,,,,,,,,,,,,
vivo;vivir;vivir.;vivido,vivir,uniword,VERB,None,None,,,,,2,vivir-02614181-v,,"have life, be alive: durar, existir, morar, vivir",vivir-02614970-v,pursue a positive and satisfying existence: vivir,,,
vndran,vndrar,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/protagonista-10172793-n']),"u.c.StringArray(elements=['Personas » Familia, pareja, hijos'])",,,,,,,,,,,,,
volvio;vuelve;volvió;volví;vuelto;volvemos,volver,uniword,VERB,None,None,,,,,"2, 11, ",volver-02004874-v,travel.v.01,"go or come back to place, condition, or activity where one has been before: devolver, regresar, reincorporar, retornar, volver",recaer-00268165-v,"deteriorate in health: agravarse, empeorar, empeorarse, recaer",,,
nos estamos enfrentando;me encuentro;me apoyo;me practicaron;me invaden;nos tienes;me saturo;me uno;nos derrumbamos.;me meto,yo,multiword,PRON,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/apoyo-04360501-n']),u.c.StringArray(elements=['personas>>apoyo']),,,,,,,,,,,,,
,ángel,,,,,,,,mi mamá ahora ya es un angelito',26,ángel-09538915-n,"belief.n.01, psychological_feature.n.01, spiritual_being.n.01, abstraction.n.06, content.n.05, entity.n.01, cognition.n.01","spiritual being attendant upon God: mensajero de Dios, ángel",morir-00358431-v,"pass from physical life and lose all bodily attributes and functions necessary to sustain life: acudir, asfixiar, asfixiarse, caducar, caer muerto, colgar los guayos, croar, dejar de existir, diñar, entregar el alma, espichar, estirar la pata, estrangular, exhalar el último suspiro, expirar, fallecer, fenecer, finar, ir, irse al otro barrio, morir, palmar, pasar, pasar a mejor vida, perder la vida, perecer, salir, salir de este mundo, sucumbir, vencer",,,
ánimo,ánimo,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/protagonista-10172793-n']),"u.c.StringArray(elements=['Personas » Familia, pareja, hijos'])",,,,,,,,,,,,,
se enfrenta;se rinda.;se fue;lo que me enfrentaba;lo que pasó;se cosume;se vino bastante abajo;le mando;lo comparto;se reproduce;ella;se quita;le salvé;se mojan;se ocupen;se han adueñado;se apagan;se ve truncada;se hubiera ido;le ha dado la cara,él,multiword,PRON,None,None,,,,,,,,,,,,,
últimos,último,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,,,,,,,,,,
,,,,,,,,,sacar el tumor,"6, 22 ",sacar-01214597-v,"unpack.v.01, remove.v.01",,curar-00081725-v,,,,
